Committee ID,Committee FEC Name,Associated candidate and district,112th-118th Congress: Number of Life at Conception cosponsorships,Life at Conception 118th Congress cosponsor,Life at Conception 117th Congress cosponsor,Life at Conception 116th Congress cosponsor,Life at Conception 115th Congress cosponsor,Life at Conception 114th Congress cosponsor,Life at Conception 113th Congress cosponsor,Life at Conception 112th Congress cosponsor,Voted against certifying 2020 election,RSC Member,Voted to repeal ACA (American Health Care Act),PACT Act,Mifepristone amicus brief,Election overturn amicus brief,Voted against Bipartisan Infrastructure Law,Voted against the PRO Act,Voted for Tax Cuts and Jobs Act,Voted against Inflation Reduction Act
C00608695,MIKE JOHNSON FOR LOUISIANA,Mike Johnson (LA-04),4,1,1,1,1,,,,1,1,1,1,,1,1,1,1,1
C00639229,AMERICAN REVIVAL PAC,Mike Johnson (LA-04),4,1,1,1,1,,,,1,1,1,1,,1,1,1,1,1
C00326439,HOUSE CONSERVATIVES FUND,Mike Johnson (LA-04) Jim Banks (IN-03) Ben Cline (VA-06),11,3,3,3,2,0,0,0,1,3,1,1,1,1,1,1,1,1
C00487942,REACHING FOR A BRIGHTER AMERICA PAC,Robert B. Aderholt (AL-04),6,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1
C00313247,ROBERT ADERHOLT FOR CONGRESS,Robert B. Aderholt (AL-04),6,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1
C00260547,BACHUS FOR CONGRESS COMMITTEE,Spencer Bachus (former AL-06),2,,,,,,1,1,,,,,,,,,,
C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,Spencer Bachus (former AL-06),2,,,,,,1,1,,,,,,,,,,
C00375220,JO BONNER FOR CONGRESS COMMITTEE,Jo Bonner (former AL-01),1,,,,,,,1,,,,,,,,,,
C00524611,MAKE OPPORTUNITY POLITICAL ACTION COMMITTEE,Mo Brooks (former AL-05),4,,1,1,1,,,1,1,,1,1,,1,1,1,,1
C00464149,MO BROOKS FOR CONGRESS,Mo Brooks (former AL-05),4,,1,1,1,,,1,1,,1,1,,1,1,1,,1
C00545673,BYRNE FOR CONGRESS,Bradley Byrne (former AL-01),4,,,1,1,1,1,,,,1,,,1,,,1,
C00559633,BRINGING YELLOWHAMMER REPUBLICANS NEW ENERGY (BYRNE PAC),Bradley Byrne (former AL-01),4,,,1,1,1,1,,,,1,,,1,,,1,
C00752287,CONSERVATIVE AMERICAN REPUBLICAN LEADERSHIP PAC,Jerry Carl (AL-01),2,1,1,,,,,,1,1,,,1,,1,1,,
C00697789,JERRY CARL FOR CONGRESS,Jerry Carl (AL-01),2,1,1,,,,,,1,1,,,1,,1,1,,
C00784868,TRUSTWORTHY REPUBLICANS ALWAYS SERVE HUMBLY,Barry Moore (AL-02),2,1,1,,,,,,1,1,,,1,,1,1,,1
C00720375,BARRY MOORE FOR CONGRESS,Barry Moore (AL-02),2,1,1,,,,,,1,1,,,1,,1,1,,1
C00585893,CONSERVATIVE PROMISES PAC,Gary Palmer (AL-06),5,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1
C00551374,GARY PALMER FOR CONGRESS,Gary Palmer (AL-06),5,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1
C00462143,MARTHA ROBY FOR CONGRESS,Martha Roby (former AL-02),4,,,1,1,1,,1,,,1,,,,,,1,
C00527309,MARTHA PAC,Martha Roby (former AL-02),4,,,1,1,1,,1,,,1,,,,,,1,
C00439521,AMERICAN SECURITY PAC,Mike Rogers (AL-03),6,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,
C00367862,MIKE ROGERS FOR CONGRESS,Mike Rogers (AL-03),6,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,
C00823500,SECURING THE REPUBLIC FOR OUR NEXT GENERATION,Dale Strong (AL-05),1,1,,,,,,,,1,,,1,,,,,
C00774281,DALE STRONG FOR CONGRESS,Dale Strong (AL-05),1,1,,,,,,,,1,,,1,,,,,
C00345199,MIDNIGHT SUN POLITICAL ACTION COMMITTEE,Don Young (Formerly AK-AL),4,,1,1,1,1,,,,,1,,,,,,1,
C00012229,ALASKANS FOR DON YOUNG,Don Young (Formerly AK-AL),4,,1,1,1,1,,,,,1,,,,,,1,
C00633164,BUILDING INNOVATIVE GOOD GOVERNMENT SOLUTIONS PAC,Andy Biggs (AZ-05),4,1,1,1,1,,,,1,,,1,1,1,1,1,1,1
C00610451,BIGGS FOR CONGRESS,Andy Biggs (AZ-05),4,1,1,1,1,,,,1,,,1,1,1,1,1,1,1
C00827675,TRIDENT POLITICAL ACTION COMMITTEE,Elijah Crane (AZ-02),1,1,,,,,,,,,,,1,,,,,
C00784934,ELI CRANE FOR CONGRESS,Elijah Crane (AZ-02),1,1,,,,,,,,,,,1,,,,,
C00775007,CRANE FOR AZ-02,Elijah Crane (AZ-02),1,1,,,,,,,,,,,1,,,,,
C00367110,COMMITTEE TO RE-ELECT TRENT FRANKS TO CONGRESS,Trent Franks (former AZ-08),4,,,,1,1,1,1,,,1,,,,,,,
C00463331,DEFENDING AMERICA'S FUTURE,Trent Franks (former AZ-08),4,,,,1,1,1,1,,,1,,,,,,,
C00563247,PROTECTING AMERICA UNDER LAW POLITICAL ACTION COMMITTEE,Paul Gosar (AZ-09),7,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1
C00461806,GOSAR FOR CONGRESS,Paul Gosar (AZ-09),7,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1
C00681643,DELIVER. EXCEL. BELIEVE. PAC,Debbie Lesko (AZ-08),4,1,1,1,1,,,,1,1,,1,1,1,1,1,,1
C00663914,DEBBIE LESKO FOR CONGRESS,Debbie Lesko (AZ-08),4,1,1,1,1,,,,1,1,,1,1,1,1,1,,1
C00574376,THUNDERBOLT PAC,McSally (AZ),0,,,,,,,,,,1,,,,,,1,
C00512236,MCSALLY FOR CONGRESS,McSally (AZ),0,,,,,,,,,,1,,,,,,1,
C00534032,SAFEGUARDING AMERICAN LIBERTIES MORALS & OPPORTUNITIES NOW (SALMON) PAC,Matt Salmon (former AZ-05),2,,,,,1,1,,,,,,,,,,,
C00495630,SALMON FOR CONGRESS,Matt Salmon (former AZ-05),2,,,,,1,1,,,,,,,,,,,
C00497594,DEFENDING AMERICA'S VALUES EVERYWHERE,David Schweikert (AZ-01),6,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1
C00540617,FRIENDS OF DAVID SCHWEIKERT,David Schweikert (AZ-01),6,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1
C00822833,DEFENDING THE AMERICAN DREAM PAC,Juan Ciscomani (AZ-06),0,,,,,,,,,1,,,,,,,,
C00786194,CISCOMANI FOR CONGRESS,Juan Ciscomani (AZ-06),0,,,,,,,,,1,,,,,,,,
C00798645,CISCOMANI FOR AZ-06,Juan Ciscomani (AZ-06),0,,,,,,,,,1,,,,,,,,
C00570770,RURAL AMERICA COUNTS PAC,Rick Crawford (AR-01),5,1,1,,,1,1,1,1,,1,1,,1,1,1,1,1
C00462374,CRAWFORD FOR CONGRESS,Rick Crawford (AR-01),5,1,1,,,1,1,1,1,,1,1,,1,1,1,1,1
C00499988,COTTON FOR CONGRESS,Tom Cotton (former AR-04),1,,,,,,1,,,,,,,,,,,
C00296640,REPUBLICAN MAJORITY FUND,Tom Cotton (former AR-04),1,,,,,,1,,,,,,,,,,,
C00764878,REPUBLICAN MAJORITY FUND: STATE AND LOCAL,Tom Cotton (former AR-04),1,,,,,,1,,,,,,,,,,,
C00607721,LAND OF OPPORTUNITY PAC,Bruce Westerman (AR-04),5,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1
C00548180,WESTERMAN FOR CONGRESS,Bruce Westerman (AR-04),5,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1
C00493361,RAZOR PAC,Steve Womack (AR-03),6,,1,1,1,1,1,1,,,1,,,,1,1,1,1
C00477745,WOMACK FOR CONGRESS COMMITTEE,Steve Womack (AR-03),6,,1,1,1,1,1,1,,,1,,,,1,1,1,1
C00623512,IN THE ARENA PAC,J. French Hill (AR-02),0,,,,,,,,,1,1,,1,,1,1,1,1
C00551275,FRENCH HILL FOR ARKANSAS,J. French Hill (AR-02),0,,,,,,,,,1,1,,1,,1,1,1,1
C00390161,EUREKA POLITICAL ACTION COMMITTEE,Ken Calvert (CA-41),0,,,,,,,,1,,1,,,1,1,1,1,1
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,Ken Calvert (CA-41),0,,,,,,,,1,,1,,,1,1,1,1,1
C00544262,SEMPER FI PAC,Cook (CA),0,,,,,,,,,,1,,,,,,1,
C00512202,PAUL COOK FOR CONGRESS,Cook (CA),0,,,,,,,,,,1,,,,,,1,
C00817452,C4 PAC,Connie Conway (CA-22),1,,1,,,,,,,,,1,,,,,,1
C00801050,CONNIE CONWAY FOR CONGRESS,Connie Conway (CA-22),1,,1,,,,,,,,,1,,,,,,1
C00489112,JEFF PAC,Jeff Denham (former CA-10),3,,,,,1,1,1,,,1,,,,,,1,
C00473272,DENHAM FOR CONGRESS,Jeff Denham (former CA-10),3,,,,,1,1,1,,,1,,,,,,1,
C00742346,GET AMERICA RIGHT: COMMUNITY IN ACTION - GARCIA PAC,Mike Garcia (CA-27),2,,1,1,,,,,1,1,,,,,1,1,,1
C00701102,MIKE GARCIA FOR CONGRESS,Mike Garcia (CA-27),2,,1,1,,,,,1,1,,,,,1,1,,1
C00202523,WALLY HERGER FOR CONGRESS COMMITTEE,Wally Herger (former CA-02),1,,,,,,,1,,,,,,,,,,
C00442467,HELPING ENSURE RESPONSIBLE GOVERNMENT BY ELECTING REPUBLICANS (H.E.R.G.E.R. PAC),Wally Herger (former CA-02),1,,,,,,,1,,,,,,,,,,
C00525824,PEACE THROUGH STRENGTH PAC,Duncan Hunter (CA-50),5,,,1,1,1,1,1,,,1,,,,,,1,
C00433524,DUNCAN D. HUNTER FOR CONGRESS,Duncan Hunter (CA-50),5,,,1,1,1,1,1,,,1,,,,,,1,
C00729129,HUNTER DUNCAN COMMITTEE TO ELECT FOR CONGRESS,Duncan Hunter (CA-50),5,,,1,1,1,1,1,,,1,,,,,,1,
C00450320,INVEST IN A STRONG AND SECURE AMERICA,Darrell Issa (CA-48),2,1,1,,,,,,1,1,1,,,,1,1,,1
C00721332,DARRELL ISSA FOR CONGRESS,Darrell Issa (CA-48),2,1,1,,,,,,1,1,1,,,,1,1,,1
C00554014,STEVE KNIGHT FOR CONGRESS,Stephen Knight (CA-25),2,,,,1,1,,,,,1,,,,,,1,
C00652180,DOUBLE EAGLE PAC,Stephen Knight (CA-25),2,,,,1,1,,,,,1,,,,,,1,
C00576249,NORCAL WATER JOBS LIBERTY PAC,Doug LaMalfa (CA-01),6,1,1,1,1,1,1,,1,1,1,,,1,1,1,1,1
C00509422,DOUG LAMALFA COMMITTEE,Doug LaMalfa (CA-01),6,1,1,1,1,1,1,,1,1,1,,,1,1,1,1,1
C00428052,MAJORITY COMMITTEE PAC--MC PAC,Kevin McCarthy (former CA-20),0,,,,,,,,1,,1,1,,1,1,1,1,1
C00420935,KEVIN MCCARTHY FOR CONGRESS,Kevin McCarthy (former CA-20),0,,,,,,,,1,,1,1,,1,1,1,1,1
C00258244,BUCK MCKEON FOR CONGRESS,Howard McKeon (former CA-25),1,,,,,,,1,,,,,,,,,,
C00315747,21ST CENTURY PAC,Howard McKeon (former CA-25),1,,,,,,,1,,,,,,,,,,
C00331496,GARY MILLER FOR CONGRESS,Gary Miller (former CA-42),1,,,,,,,1,,,,,,,,,,
C00427187,AMERICA FIRST POLITICAL ACTION COMMITTEE,Gary Miller (former CA-42),1,,,,,,,1,,,,,,,,,,
C00398750,FREEDOM FOR AMERICA (FFA PAC),Devin Nunes (former CA-22),2,,1,1,,,,,1,,1,,,,1,1,1,
C00370056,DEVIN NUNES CAMPAIGN COMMITTEE,Devin Nunes (former CA-22),2,,1,1,,,,,1,,1,,,,1,1,1,
C00818328,PAC FOR NEW LEADERSHIP,Kevin Kiley (CA-03),0,,,,,,,,,1,,,,,,,,
C00801985,KEVIN KILEY FOR CONGRESS,Kevin Kiley (CA-03),0,,,,,,,,,1,,,,,,,,
C00775023,KILEY FOR CA-03,Kevin Kiley (CA-03),0,,,,,,,,,1,,,,,,,,
C00683508,FOREVER YOUTH ORGANIZATION UTILIZING A NEW GENERATION PAC,Young Kim (CA-40),0,,,,,,,,,,,,,,1,1,,1
C00665638,YOUNG KIM FOR CONGRESS,Young Kim (CA-40),0,,,,,,,,,,,,,,1,1,,1
C00461137,TAKING OUR MAJORITY PAC (T.O.M.PAC),Tom McClintock (CA-05),3,,,1,1,1,,,,1,1,1,,1,1,1,1,1
C00446815,MCCLINTOCK FOR CONGRESS,Tom McClintock (CA-05),3,,,1,1,1,,,,1,1,1,,1,1,1,1,1
C00752790,JOBS AND THE ECONOMY PAC,Jay Obernolte (CA-23),0,,,,,,,,1,1,,,,,1,1,,1
C00720078,JAY OBERNOLTE FOR CONGRESS,Jay Obernolte (CA-23),0,,,,,,,,1,1,,,,,1,1,,1
C00613364,GIVE ME LIBERTY PAC,Rohrabacher (CA),0,,,,,,,,,,1,,,,,,,
C00224691,ROHRABACHER FOR CONGRESS,Rohrabacher (CA),0,,,,,,,,,,1,,,,,,,
C00200865,ROAD TO FREEDOM CAMPAIGN COMMITTEE,Royce (CA),0,,,,,,,,,,1,,,,,,1,
C00200865,ROYCE CAMPAIGN COMMITTEE,Royce (CA),0,,,,,,,,,,1,,,,,,1,
C00744532,SUPPORT TAXFIGHTERS & ELECT EFFECTIVE LEADERS PAC,Michelle Steel (CA-45),1,,1,,,,,,,,,,,,1,1,,1
C00704981,MICHELLE STEEL FOR CONGRESS,Michelle Steel (CA-45),1,,1,,,,,,,,,,,,1,1,,1
C00712695,VITORIA PAC,David Valadao (CA-21),1,,1,,,,,,,,1,,,,1,1,1,1
C00499392,VALADAO FOR CONGRESS,David Valadao (CA-21),1,,1,,,,,,,,1,,,,1,1,1,1
C00564658,MAKING INVESTMENTS MAJORITY INSURED PAC,Mimi Walters (CA),0,,,,,,,,,,1,,,,,,1,
C00546853,WALTERS FOR CONGRESS,Mimi Walters (CA),0,,,,,,,,,,1,,,,,,1,
C00764795,WE THE PEOPLE LEADERSHIP PAC,Lauren Boebert (CO-03),2,1,1,,,,,,1,1,,1,1,,1,1,,1
C00728238,LAUREN BOEBERT FOR CONGRESS,Lauren Boebert (CO-03),2,1,1,,,,,,1,1,,1,1,,1,1,,1
C00647206,ONE GENERATION,Ken Buck (CO-04),5,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1
C00573378,BUCK PAC,Ken Buck (CO-04),5,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1
C00629287,COFFMAN FOR CONGRESS 2018,Mike Coffman (former CO-06),,,,,,,,,,,,,,,,,1,
C00570457,COFFMAN FOR CONGRESS 2016,Mike Coffman (former CO-06),,,,,,,,,,,,,,,,,1,
C00659557,"COLORADANS FOR FAMILY, MILITARY, AND NATION PAC",Mike Coffman (former CO-06),,,,,,,,,,,,,,,,,1,
C00525543,PROJECT WEST POLITICAL ACTION COMMITTEE,"Cory Gardner (former CO-04, former CO-Sen)",2,,,,,,1,1,,,,,,,,,,
C00492454,GARDNER FOR CONGRESS 2012,"Cory Gardner (former CO-04, former CO-Sen)",2,,,,,,1,1,,,,,,,,,,
C00461749,GARDNER FOR CONGRESS,"Cory Gardner (former CO-04, former CO-Sen)",2,,,,,,1,1,,,,,,,,,,
C00531756,DOUGLASPAC-DOING OUR UTMOST FOR GOD LIBERTY AND SECURITY,Doug Lamborn (CO-05),7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C00420745,LAMBORN FOR CONGRESS,Doug Lamborn (CO-05),7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C00546325,TAKING AN INDEPENDENT PERSPECTIVE TOGETHER FOR OUR NATION PAC,Tipton (CO),0,,,,,,,,,,1,,,,,,1,
C00470757,VOTETIPTON.COM,Tipton (CO),0,,,,,,,,,,1,,,,,,1,
C00463877,SANDY ADAMS FOR CONGRESS,Sandy Adams (former FL-24),1,,,,,,,1,,,,,,,,,,
C00531517,GIVING US SECURITY POLITICAL ACTION COMMITTEE (GUS PAC),Gus Bilirakis (FL-12),7,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1
C00408534,BILIRAKIS FOR CONGRESS,Gus Bilirakis (FL-12),7,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1
C00756551,AMERICAN GRIT PAC,Kat Cammack (FL-03),2,1,1,,,,,,1,1,,,1,,1,1,,1
C00730895,KAT FOR CONGRESS,Kat Cammack (FL-03),2,1,1,,,,,,1,1,,,1,,1,1,,1
C00824938,BE AN AMERICAN PAC,Aaron Bean (FL-04),1,1,,,,,,,,1,,,,,,,,
C00816983,AARON BEAN FOR CONGRESS,Aaron Bean (FL-04),1,1,,,,,,,,1,,,,,,,,
C00818872,BEAN FOR FL-04,Aaron Bean (FL-04),1,1,,,,,,,,1,,,,,,,,
C00431403,VOTE TO ELECT REPUBLICANS NOW PAC (VERN PAC),Vern Buchanan (FL-16),0,,,,,,,,,1,1,1,,,1,1,1,1
C00412759,VERN BUCHANAN FOR CONGRESS,Vern Buchanan (FL-16),0,,,,,,,,,1,1,1,,,1,1,1,1
C00554972,CURT CLAWSON- THE OUTSIDER FOR CONGRESS COMMITTEE,Curt Clawson (former FL-19),1,,,,,1,,,,,,,,,,,,
C00571083,3 POINT LEADERSHIP FUND,Curt Clawson (former FL-19),1,,,,,1,,,,,,,,,,,,
C00546846,CARLOS CURBELO CONGRESS,Carlos Curbelo (FL),0,,,,,,,,,,1,,,,,,1,
C00571646,WHAT A COUNTRY! PAC,Carlos Curbelo (FL),0,,,,,,,,,,1,,,,,,1,
C00841148,GREAT AMERICAN COMEBACK,DeSantis (FL),0,,,,,,,,,,1,,,,,,1,
C00511568,RON DESANTIS FOR FLORIDA,DeSantis (FL),0,,,,,,,,,,1,,,,,,1,
C00565630,MAINTAINING ALL REPUBLICANS IN OFFICE PAC,Mario Diaz-Balart (FL-26),0,,,,,,,,1,,1,,,1,1,1,1,1
C00376087,MARIO DIAZ-BALART FOR CONGRESS,Mario Diaz-Balart (FL-26),0,,,,,,,,1,,1,,,1,1,1,1,1
C00755728,PROVEN CONSERVATIVES PAC,Byron Donalds (FL-19),1,,1,,,,,,1,1,,,,,1,1,,1
C00733329,BYRON DONALDS FOR CONGRESS,Byron Donalds (FL-19),1,,1,,,,,,1,1,,,,,1,1,,1
C00680405,DEFEND & UPHOLD OUR NATION NOW,Neal Dunn (FL-02),4,1,1,1,1,,,,1,1,1,1,,1,1,1,1,1
C00582304,FRIENDS OF NEAL DUNN,Neal Dunn (FL-02),4,1,1,1,1,,,,1,1,1,1,,1,1,1,1,1
C00770701,CEILING AND VISIBILITY UNLIMITED (CAVU PAC),Scott Franklin (FL-18),2,1,1,,,,,,1,1,,1,1,,1,1,,1
C00742247,SCOTT FRANKLIN FOR CONGRESS,Scott Franklin (FL-18),2,1,1,,,,,,1,1,,1,1,,1,1,,1
C00612432,FRIENDS OF MATT GAETZ,Matt Gaetz (FL-01),2,,,1,1,,,,1,,1,,,1,1,1,1,1
C00634196,PANHANDLE PAC,Matt Gaetz (FL-01),2,,,1,1,,,,1,,1,,,1,1,1,1,1
C00737270,LIBERTAD,Carlos Gimenez (FL-28),0,,,,,,,,1,1,,,,,1,1,,1
C00735985,CARLOS GIMENEZ FOR CONGRESS,Carlos Gimenez (FL-28),0,,,,,,,,1,1,,,,,1,1,,1
C00551572,FRIENDS OF DAVID JOLLY,David Jolly (former FL-13),2,,,,,1,1,,,,,,,,,,,
C00563338,SEAGRASS PAC,David Jolly (former FL-13),2,,,,,1,1,,,,,,,,,,,
C00825430,FLORIDA FREEDOM FUND PAC,Laurel Lee (FL-15),0,,,,,,,,,1,,,,,,,,
C00815373,"LAUREL LEE FOR CONGRESS, INC.",Laurel Lee (FL-15),0,,,,,,,,,1,,,,,,,,
C00818880,LEE FOR FL-15,Laurel Lee (FL-15),0,,,,,,,,,1,,,,,,,,
C00718239,ANNA PAULINA LUNA FOR CONGRESS,Anna Paulina Luna (FL-13),0,,,,,,,,,1,,,,,,,,
C00775098,LUNA FOR FL-13,Anna Paulina Luna (FL-13),0,,,,,,,,,1,,,,,,,,
C00583153,VALOR PAC,Brian Mast (FL-21),4,1,1,1,1,,,,1,1,1,,,,1,1,1,1
C00632257,MAST FOR CONGRESS,Brian Mast (FL-21),4,1,1,1,1,,,,1,1,1,,,,1,1,1,1
C00778449,RESTORE AMERICA'S VOICE PAC,Cory Mills (FL-07),0,,,,,,,,,1,,,,,,,,
C00774943,CORY MILLS FOR CONGRESS,Cory Mills (FL-07),0,,,,,,,,,1,,,,,,,,
C00775080,MILLS FOR FL-07,Cory Mills (FL-07),0,,,,,,,,,1,,,,,,,,
C00366757,JEFF MILLER FOR CONGRESS,Jeff Miller (former FL-01),2,,,,,1,1,,,,,,,,,,,
C00368571,ADVANCE THE MAJORITY POLITICAL ACTION COMMITTEE,Jeff Miller (former FL-01),2,,,,,1,1,,,,,,,,,,,
C00283051,MICA FOR CONGRESS,John Mica (former FL-07),3,,,,,1,1,1,,,,,,,,,,
C00482281,FRIENDS OF RICH NUGENT,Richard Nugent (former FL-11),2,,,,,1,1,,,,,,,,,,,
C00471813,ACCOUNTABILITY PAC,Bill Posey (FL-08),1,1,,,,,,,1,1,1,,1,1,1,1,1,1
C00444968,FRIENDS OF BILL POSEY,Bill Posey (FL-08),1,1,,,,,,,1,1,1,,1,1,1,1,1,1
C00477356,DAVID RIVERA FOR CONGRESS,David Rivera (former FL-25),1,,,,,,,1,,,,,,,,,,
C00625947,BUILD OUR FUTURE PAC,Francis Rooney (FL-19),2,,,1,1,,,,,,1,,,,,,1,
